,time_chunks,lon_chunks,lat_chunks,cpu_times,wall_times,peak_memories,num_chunks,chunk_sizes,array_shape,lon x lat,lonlat_product,time x lon x lat,total_product,num_data_points,norm_cpu_times,norm_peak_memories,norm_wall_times
67,1440,10,50,22.401505265,20.46959900856018,657.5078125,1740.0,1909.406896551724,"(721, 1152)",10x50,500,1440x10x50,720000,830592,37077.50841626312,0.0007916134666599245,40576.857399729946
65,2160,50,10,31.50514358,36.05143594741821,574.9609375,1752.0,1896.328767123288,"(721, 1152)",50x10,500,2160x50x10,1080000,830592,26363.69511825599,0.0006922302857479966,23039.082304833464
76,5136,10,50,54.87135971699999,46.11312246322632,682.6171875,1740.0,1909.406896551724,"(721, 1152)",10x50,500,5136x10x50,2568000,830592,15137.077052287257,0.0008218441635604485,18012.05287415463
56,6,100,10,5.515339119999993,6.214312314987183,477.40625,876.0,3792.657534246575,"(721, 1152)",100x10,1000,6x100x10,6000,830592,150596.7234159848,0.0005747782906649714,133657.910626224
51,1440,100,10,16.338232645999998,14.322628498077393,649.43359375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,1440x100x10,1440000,830592,50837.32237117761,0.0007818924258239906,57991.59002912734
64,720,100,10,16.536654631999994,13.605860233306885,540.421875,876.0,3792.657534246575,"(721, 1152)",100x10,1000,720x100x10,720000,830592,50227.32943776462,0.0006506466171116505,61046.63621097082
46,48,100,10,5.069621154000004,5.878568172454834,289.1875,876.0,3792.657534246575,"(721, 1152)",100x10,1000,48x100x10,48000,830592,163837.0944828197,0.00034817034115426106,141291.54849167168
45,24,100,10,4.385932859999997,4.620446681976318,305.859375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,24x100x10,24000,830592,189376.35994728853,0.0003682426209257975,179764.43776313166
58,1440,10,100,18.874757568,19.63620519638061,671.578125,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,1440x10x100,1440000,830592,44005.43938154597,0.0008085535678166898,42299.00796479233
70,5136,100,10,49.34602963299999,38.41705846786499,1141.75,876.0,3792.657534246575,"(721, 1152)",100x10,1000,5136x100x10,5136000,830592,16831.99248606912,0.001374621956387733,21620.395551491056
57,720,10,100,14.975414648000006,14.074736833572388,1185.98828125,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,720x10x100,720000,830592,55463.706316200536,0.0014278831017515217,59012.96840014754
24,12,10,100,3.715558987000002,3.96239185333252,336.3671875,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,12x10x100,12000,830592,223544.291156748,0.00040497282360051626,209618.8440578993
30,24,10,100,4.357217258,5.658987045288086,412.45703125,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,24x10x100,24000,830592,190624.41710360083,0.0004965819936262329,146773.970916153
80,5136,10,100,63.210939025,45.65110039710999,1101.890625,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,5136x10x100,5136000,830592,13140.004132378099,0.0013266328413950531,18194.347842107698
60,120,100,10,7.338304746999996,8.195570468902588,346.39453125,876.0,3792.657534246575,"(721, 1152)",100x10,1000,120x100x10,120000,830592,113185.81452201994,0.000417045349882975,101346.45332519712
73,2160,10,100,33.555666876000004,24.671576976776123,607.6640625,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,2160x10x100,2160000,830592,24752.659604988025,0.0007316035580646093,33665.94688218973
27,6,10,100,3.909361019,4.368438005447389,502.2734375,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,6x10x100,6000,830592,212462.34255757285,0.0006047174033701264,190134.78020387652
28,48,10,100,3.9132223600000007,4.520582437515259,435.3359375,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,48x10x100,48000,830592,212252.69703304052,0.0005241272941468254,183735.6162575669
32,120,10,100,4.547720991,5.276935338973999,478.1015625,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,120x10x100,120000,830592,182639.1728172754,0.0005756154194839344,157400.4505731717
25,12,100,10,3.518122024,4.8591179847717285,337.234375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,12x100x10,12000,830592,236089.5939179624,0.0004060168831387733,170934.7257265702
79,2160,100,10,28.961688247000012,20.748751401901245,904.109375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,2160x100x10,2160000,830592,28678.991118069112,0.0010885120191381568,40030.93891827589
41,120,50,50,3.184247434999996,3.2530312538146973,362.19140625,360.0,9228.8,"(721, 1152)",50x50,2500,120x50x50,300000,830592,260844.0508958127,0.00043606416417446835,255328.62588577918
53,2160,50,50,18.675044808,15.961150884628296,1189.8828125,360.0,9228.8,"(721, 1152)",50x50,2500,2160x50x50,5400000,830592,44476.03786440136,0.0014325719637318924,52038.35274810404
48,1440,50,50,16.18535671,15.852926969528198,1069.95703125,360.0,9228.8,"(721, 1152)",50x50,2500,1440x50x50,3600000,830592,51317.49734541377,0.0012881860543443712,52393.605395175764
54,6,50,50,2.407073150000002,2.474151372909546,298.55078125,360.0,9228.8,"(721, 1152)",50x50,2500,6x50x50,15000,830592,345063.0488732755,0.00035944336238490136,335707.83465170226
15,12,50,50,1.670462338,1.9160490036010744,267.7890625,360.0,9228.8,"(721, 1152)",50x50,2500,12x50x50,30000,830592,497222.82334987907,0.0003224074666021344,433492.0445348542
39,48,50,50,2.5084299150000007,2.577200412750244,302.66015625,360.0,9228.8,"(721, 1152)",50x50,2500,48x50x50,120000,830592,331120.27369518904,0.00036439088776438975,322284.5983924233
50,24,50,50,2.658889252999998,2.615330696105957,283.42578125,360.0,9228.8,"(721, 1152)",50x50,2500,24x50x50,60000,830592,312383.07464775053,0.00034123345908701263,317585.84152921574
71,5136,50,50,59.581139651,47.84062600135803,856.27734375,360.0,9228.8,"(721, 1152)",50x50,2500,5136x50x50,12840000,830592,13940.51884313125,0.0010309241405527625,17361.645727136227
62,720,50,50,9.264646779999993,7.639250516891479,704.08203125,360.0,9228.8,"(721, 1152)",50x50,2500,720x50x50,1800000,830592,89651.77191569096,0.0008476869886177569,108726.89646234823
72,5136,50,100,55.40555781800001,35.80720067024232,1105.12890625,192.0,17304.0,"(721, 1152)",50x100,5000,5136x50x100,25680000,830592,14991.131444401042,0.0013305316042653914,23196.22825724732
66,1440,50,100,19.115513335000006,12.557039499282837,1839.91015625,192.0,17304.0,"(721, 1152)",50x100,5000,1440x50x100,7200000,830592,43451.20036505678,0.0022151792411316267,66145.52737907985
9,6,50,100,0.987161126,1.313589572906494,271.7890625,192.0,17304.0,"(721, 1152)",50x100,5000,6x50x100,30000,830592,841394.5587237397,0.00032722330879661737,632307.0897724951
11,48,100,50,1.314515659,1.2496140003204346,379.0625,180.0,18457.6,"(721, 1152)",100x50,5000,48x100x50,240000,830592,631861.6247081162,0.00045637629546155034,664678.8526593123
5,6,100,50,0.927745537,0.9821693897247314,261.125,180.0,18457.6,"(721, 1152)",100x50,5000,6x100x50,30000,830592,895279.9737370227,0.0003143841982585915,845670.8269362646
68,2160,100,50,30.025193902999987,17.70254111289978,621.83203125,180.0,18457.6,"(721, 1152)",100x50,5000,2160x100x50,10800000,830592,27663.16856048716,0.0007486612334937009,46919.36568331145
8,24,100,50,1.00836456,0.9766764640808104,332.64453125,180.0,18457.6,"(721, 1152)",100x50,5000,24x100x50,120000,830592,823702.0944091887,0.00040049089233943984,850426.9638377163
77,5136,100,50,57.231494741999995,39.10069584846497,1116.75,180.0,18457.6,"(721, 1152)",100x50,5000,5136x100x50,25680000,830592,14512.848279506152,0.0013445229426722145,21242.38410536133
10,24,50,100,1.186990073,1.1340739727020264,342.5234375,192.0,17304.0,"(721, 1152)",50x100,5000,24x50x100,120000,830592,699746.3743742699,0.0004123847057279627,732396.6689942146
63,1440,100,50,18.109845635,11.39186143875122,2092.07421875,180.0,18457.6,"(721, 1152)",100x50,5000,1440x100x50,7200000,830592,45864.112634663,0.002518774824161562,72910.99917829143
21,12,100,50,0.8054088959999994,1.2740294933319092,269.1875,180.0,18457.6,"(721, 1152)",100x50,5000,12x100x50,60000,830592,1031267.4768370085,0.0003240911301818462,651940.9514043446
23,1,50,100,1.2986960710000002,1.6999247074127195,528.62890625,192.0,17304.0,"(721, 1152)",50x100,5000,1x50x100,5000,830592,639558.4144336723,0.0006364483479855333,488605.1696161053
12,48,50,100,1.374259514,1.3284528255462646,391.18359375,192.0,17304.0,"(721, 1152)",50x100,5000,48x50x100,240000,830592,604392.3957145695,0.00047096961414268377,625232.5893909388
13,120,100,50,2.041245163,1.8401987552642824,440.3359375,180.0,18457.6,"(721, 1152)",100x50,5000,120x100x50,600000,830592,406904.57719409175,0.0005301470968899291,451359.9401281594
14,120,50,100,1.981922679,1.8083703517913816,455.29296875,192.0,17304.0,"(721, 1152)",50x100,5000,120x50x100,600000,830592,419083.9576138682,0.0005481547724394167,459304.14595506445
59,2160,50,100,22.33205373,15.864859819412231,642.2890625,192.0,17304.0,"(721, 1152)",50x100,5000,2160x50x100,10800000,830592,37192.81755462623,0.0007732906920606026,52354.19722925558
16,1,100,50,1.313070847,1.7657287120819092,478.91796875,180.0,18457.6,"(721, 1152)",100x50,5000,1x100x50,5000,830592,632556.8813729058,0.0005765983404005817,470396.15673501615
26,12,50,100,1.1002202489999997,1.0246131420135498,277.54296875,192.0,17304.0,"(721, 1152)",50x100,5000,12x50x100,60000,830592,754932.4789785797,0.00033415078492207966,810639.6121054399
29,720,50,100,7.862906737999999,6.36011004447937,1200.53125,192.0,17304.0,"(721, 1152)",50x100,5000,720x50x100,3600000,830592,105634.21743080074,0.0014453922623863461,130593.96680108718
31,720,100,50,8.039076641,6.9466729164123535,1199.078125,180.0,18457.6,"(721, 1152)",100x50,5000,720x100x50,3600000,830592,103319.3284616678,0.0014436427572141316,119566.87899290984
3,1,100,100,0.5868345790000002,0.641998291015625,341.92578125,96.0,34608.0,"(721, 1152)",100x100,10000,1x100x100,10000,830592,1415376.7172605547,0.0004116651511813261,1293760.4532965727
22,120,100,100,1.5424595930000002,1.3769862651824951,637.078125,96.0,34608.0,"(721, 1152)",100x100,10000,120x100x100,1200000,830592,538485.4188527192,0.0007670169288892741,603195.5590275403
19,48,100,100,0.8361107509999997,0.9614503383636476,475.9140625,96.0,34608.0,"(721, 1152)",100x100,10000,48x100x100,480000,830592,993399.4976222956,0.0005729817557838264,863894.8543235592
61,2160,100,100,26.083366063000003,21.31847715377808,968.87109375,96.0,34608.0,"(721, 1152)",100x100,10000,2160x100x100,21600000,830592,31843.742789709122,0.0011664825735740291,38961.13188613952
2,12,100,100,0.5660197570000001,0.7133307456970215,285.37109375,96.0,34608.0,"(721, 1152)",100x100,10000,12x100x100,120000,830592,1467425.8093079247,0.00034357553859175143,1164385.5322518004
74,5136,100,100,66.321585687,47.21812105178833,2039.07421875,96.0,34608.0,"(721, 1152)",100x100,10000,5136x100x100,51360000,830592,12523.705387864517,0.0024549649150846626,17590.534767129247
18,24,100,100,0.7419046089999997,0.6982553005218506,376.76171875,96.0,34608.0,"(721, 1152)",100x100,10000,24x100x100,240000,830592,1119540.1537126726,0.000453606245605544,1189524.8047229226
37,1440,100,100,15.079868303,10.306299448013307,897.8515625,96.0,34608.0,"(721, 1152)",100x100,10000,1440x100x100,14400000,830592,55079.52611461212,0.001080977859767491,80590.71097144466
40,720,100,100,7.779800178999999,5.721431016921997,2127.1171875,96.0,34608.0,"(721, 1152)",100x100,10000,720x100x100,7200000,830592,106762.63925672739,0.0025609651760431116,145172.0727809876
17,6,100,100,0.5634720719999997,0.8041410446166992,272.3125,96.0,34608.0,"(721, 1152)",100x100,10000,6x100x100,60000,830592,1474060.6345437479,0.00032785350689628603,1032893.4277890377
20,120,1152,721,1.802137915,2.6913282871246342,917.4140625,1.0,3322368.0,"(721, 1152)",1152x721,830592,120x1152x721,99671040,830592,460892.58379539725,0.0011045303379998844,308617.86872064916
4,1,1152,721,0.0330342250000006,0.0552520751953125,272.125,1.0,3322368.0,"(721, 1152)",1152x721,830592,1x1152x721,830592,830592,25143377.8149778,0.0003276277642934196,15032774.734051367
1,24,1152,721,0.315607736,0.5747609138488771,290.4453125,1.0,3322368.0,"(721, 1152)",1152x721,830592,24x1152x721,19934208,830592,2631722.563353136,0.0003496846977818231,1445108.7051796098
7,12,1152,721,0.2630894580000005,0.2703018188476562,379.46875,1.0,3322368.0,"(721, 1152)",1152x721,830592,12x1152x721,9967104,830592,3157070.6265243,0.0004568654044344275,3072831.709164809
6,48,1152,721,0.854263335,1.0457034111022951,404.01953125,1.0,3322368.0,"(721, 1152)",1152x721,830592,48x1152x721,39868416,830592,972290.353536009,0.00048642357649724533,794290.2272112297
0,6,1152,721,0.093984362,0.1523878574371338,221.046875,1.0,3322368.0,"(721, 1152)",1152x721,830592,6x1152x721,4983552,830592,8837555.337131511,0.00026613171689590073,5450513.013103114
