,time_chunks,lon_chunks,lat_chunks,cpu_times,wall_times,peak_memories,num_chunks,chunk_sizes,array_shape,lon x lat,lonlat_product,time x lon x lat,total_product,num_data_points,norm_cpu_times,norm_peak_memories,norm_wall_times
86,5136,10,10,116.176803879,97.0072305202484,461.42578125,8468.0,392.3438828530941,"(721, 1152)",10x10,100,5136x10x10,513600,830592,7149.378983304402,0.0005555384367415049,8562.165887486395
84,2160,10,10,72.147961654,73.24924159049988,655.37109375,8468.0,392.3438828530941,"(721, 1152)",10x10,100,2160x10x10,216000,830592,11512.341872986935,0.0007890409415814263,11339.257335160237
82,1440,10,10,71.084249031,79.17572140693666,452.6953125,8468.0,392.3438828530941,"(721, 1152)",10x10,100,1440x10x10,144000,830592,11684.613839526912,0.0005450272967955386,10490.488564430447
80,720,10,10,68.989241776,72.03399801254271,589.90625,8468.0,392.3438828530941,"(721, 1152)",10x10,100,720x10x10,72000,830592,12039.442362576401,0.000710223852384805,11530.555333821338
78,120,10,10,49.571193836000006,59.63753652572632,499.13671875,8468.0,392.3438828530941,"(721, 1152)",10x10,100,120x10x10,12000,830592,16755.537555700354,0.0006009409177430074,13927.335842279483
72,48,10,10,45.235696479,47.61542057991028,605.27734375,8468.0,392.3438828530941,"(721, 1152)",10x10,100,48x10x10,4800,830592,18361.42835527226,0.000728730042848956,17443.760653254427
76,5136,10,50,54.360396561,51.99112057685852,711.15625,1740.0,1909.406896551724,"(721, 1152)",10x50,500,5136x10x50,2568000,830592,15279.358734404357,0.0008562040689050701,15975.651049338994
68,1440,10,50,24.201670627999988,21.20601892471313,628.8046875,1740.0,1909.406896551724,"(721, 1152)",10x50,500,1440x10x50,720000,830592,34319.614243450254,0.0007570560365377947,39167.74774882627
74,2160,10,50,39.96591844499999,29.69212293624878,468.58984375,1740.0,1909.406896551724,"(721, 1152)",10x50,500,2160x10x50,1080000,830592,20782.507504313657,0.0005641636853593581,27973.47976038438
43,120,10,50,11.182578159999998,13.28963828086853,311.90234375,1740.0,1909.406896551724,"(721, 1152)",10x50,500,120x10x50,60000,830592,74275.53718971727,0.0003755181168973455,62499.217995699844
83,5136,50,10,74.472917817,52.569838285446174,713.65234375,1752.0,1896.328767123288,"(721, 1152)",50x10,500,5136x50x10,2568000,830592,11152.940214333861,0.000859209267305729,15799.782291320978
48,720,10,50,16.933507547,16.830710649490356,429.95703125,1740.0,1909.406896551724,"(721, 1152)",10x50,500,720x10x50,360000,830592,49050.20402268345,0.0005176513032270958,49349.78785492642
33,24,10,50,9.546432946,10.618377685546877,342.953125,1740.0,1909.406896551724,"(721, 1152)",10x50,500,24x10x50,12000,830592,87005.48201598399,0.0004129020325261982,78222.11872634309
34,48,10,50,10.062463084,11.485122442245483,299.43359375,1740.0,1909.406896551724,"(721, 1152)",10x50,500,48x10x50,24000,830592,82543.60717314808,0.0003605062338067306,72318.95037921851
66,2160,50,10,33.087346555,35.759289264678955,553.1171875,1752.0,1896.328767123288,"(721, 1152)",50x10,500,2160x50x10,1080000,830592,25103.010258599443,0.0006659312725140622,23227.307283772352
55,12,10,50,11.139103083999998,12.97079300880432,504.82421875,1740.0,1909.406896551724,"(721, 1152)",10x50,500,12x10x50,6000,830592,74565.42898799878,0.0006077884433632879,64035.56046544035
85,1440,50,10,18.775703874000047,14.54826831817627,545.06640625,1752.0,1896.328767123288,"(721, 1152)",50x10,500,1440x50x10,720000,830592,44237.595861861424,0.0006562384495034867,57092.15570091442
42,6,50,10,10.335994886999998,12.129683494567873,675.26953125,1752.0,1896.328767123288,"(721, 1152)",50x10,500,6x50x10,3000,830592,80359.17287891361,0.0008129978753106218,68475.98293656799
41,120,50,10,11.392932721,13.30941915512085,308.4765625,1752.0,1896.328767123288,"(721, 1152)",50x10,500,120x50x10,60000,830592,72904.14332641613,0.00037139361142414084,62406.32970676459
40,6,10,50,10.405644335,11.438043355941772,672.2265625,1740.0,1909.406896551724,"(721, 1152)",10x50,500,6x10x50,3000,830592,79821.2944109818,0.000809334260984936,72616.61581030191
39,12,50,10,9.55706135,11.061216354370115,533.44140625,1752.0,1896.328767123288,"(721, 1152)",50x10,500,12x50x10,6000,830592,86908.72325518765,0.0006422424081257705,75090.47589254015
36,48,50,10,9.682772323,12.253069877624512,297.41015625,1752.0,1896.328767123288,"(721, 1152)",50x10,500,48x50x10,24000,830592,85780.39143056695,0.0003580700948841308,67786.44113641714
53,720,50,10,17.576307804000002,19.355030536651608,437.13671875,1752.0,1896.328767123288,"(721, 1152)",50x10,500,720x50x10,360000,830592,47256.34127839833,0.0005262953637285213,42913.49468176511
35,24,50,10,9.67026205,11.134545087814333,346.30859375,1752.0,1896.328767123288,"(721, 1152)",50x10,500,24x50x10,12000,830592,85891.36423660825,0.00041694188452332795,74595.95281615964
29,6,10,100,4.804191189000001,6.5425870418548575,511.78515625,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,6x10x100,6000,830592,172889.0394499243,0.0006161691374947025,126951.61633868348
57,120,100,10,6.476213118000004,6.811645746231079,345.05859375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,120x100x10,120000,830592,128252.72807830403,0.00041543693383755203,121937.05177042876
21,12,10,100,4.7174712,4.970353364944458,341.1171875,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,12x10x100,12000,830592,176067.21160269086,0.00041069163620646476,167109.24536233282
79,5136,10,100,70.81983622899999,45.870253562927246,1098.21484375,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,5136x10x100,5136000,830592,11728.239490899601,0.0013222073457846934,18107.421160437883
56,48,100,10,6.403074189000003,7.010801076889037,291.30859375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,48x100x10,48000,830592,129717.69114074833,0.0003507240543491871,118473.19455946762
30,48,10,100,5.191069109000001,6.330678462982178,427.109375,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,48x10x100,48000,830592,160004.03434428634,0.0005142228374460625,131201.10346099222
58,6,100,10,5.839155830999999,6.423578977584839,463.4453125,876.0,3792.657534246575,"(721, 1152)",100x10,1000,6x100x10,6000,830592,142245.21900758296,0.0005579698726932116,129303.61764031569
31,120,10,100,6.060222555000001,6.340564727783202,466.4921875,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,120x10x100,120000,830592,137056.35271013572,0.0005616381899897904,130996.53353596358
27,24,10,100,5.301287448,6.434913396835327,412.2421875,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,24x10x100,24000,830592,156677.41244881088,0.0004963233302271151,129075.86299583812
51,720,10,100,11.728435652000003,12.1519775390625,1074.19140625,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,720x10x100,720000,830592,70818.65174903888,0.0012932840747924372,68350.3567489377
50,1440,10,100,19.209071092,17.90669822692871,623.15625,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,1440x10x100,1440000,830592,43239.57134740975,0.0007502555406264448,46384.4305339846
77,2160,100,10,27.640623103000003,23.744877338409424,869.66015625,876.0,3792.657534246575,"(721, 1152)",100x10,1000,2160x100x10,2160000,830592,30049.684368723614,0.0010470365188323509,34979.83957392126
69,2160,10,100,30.792467691,24.09350085258484,719.984375,928.0,3580.1379310344832,"(721, 1152)",10x100,1000,2160x10x100,2160000,830592,26973.86933502458,0.0008668327831233626,34473.69500521926
65,720,100,10,13.15669690600001,11.42370104789734,534.703125,876.0,3792.657534246575,"(721, 1152)",100x10,1000,720x100x10,720000,830592,63130.7391159262,0.0006437614677242256,72707.78502671687
22,12,100,10,4.826055011,5.70593786239624,338.31640625,876.0,3792.657534246575,"(721, 1152)",100x10,1000,12x100x10,12000,830592,172105.7878757777,0.0004073196060761481,145566.2539674395
52,1440,100,10,19.231018949,17.882591247558594,609.3359375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,1440x100x10,1440000,830592,43190.223159922076,0.0007336164296068347,46446.95997921419
75,5136,100,10,61.804323032,48.6663224697113,1121.88671875,876.0,3792.657534246575,"(721, 1152)",100x10,1000,5136x100x10,5136000,830592,13439.059911229027,0.001350707349396575,17067.07961171588
54,24,100,10,5.967497026000004,7.044075012207031,306.74609375,876.0,3792.657534246575,"(721, 1152)",100x10,1000,24x100x10,24000,830592,139185.99311925314,0.0003693101953185198,117913.56545190468
38,1440,50,50,14.098736731,12.725916862487791,1136.625,360.0,9228.8,"(721, 1152)",50x50,2500,1440x50x50,3600000,830592,58912.5122234329,0.0013684516585760517,65267.753119489375
49,120,50,50,3.833610691000004,4.2401180267333975,366.16796875,360.0,9228.8,"(721, 1152)",50x50,2500,120x50x50,300000,830592,216660.49762171824,0.000440851788543593,195888.88676287417
70,5136,50,50,53.10210729,38.94075894355775,969.76171875,360.0,9228.8,"(721, 1152)",50x50,2500,5136x50x50,12840000,830592,15641.413163963347,0.0011675548509376445,21329.630508842733
44,48,50,50,2.708776422,2.9098422527313232,306.56640625,360.0,9228.8,"(721, 1152)",50x50,2500,48x50x50,120000,830592,306629.9578119999,0.0003690938586574395,285442.2775737636
61,2160,50,50,23.218338092,20.334741115570072,1153.421875,360.0,9228.8,"(721, 1152)",50x50,2500,2160x50x50,5400000,830592,35773.10299767686,0.001388674433416166,40845.958907439715
62,720,50,50,9.379507098000005,7.475752115249634,700.73828125,360.0,9228.8,"(721, 1152)",50x50,2500,720x50x50,1800000,830592,88553.90707866807,0.0008436612455333064,111104.80754246685
46,6,50,50,2.4765054550000087,2.7184481620788574,305.140625,360.0,9228.8,"(721, 1152)",50x50,2500,6x50x50,15000,830592,335388.722170207,0.00036737727428147633,305539.02464883786
45,24,50,50,2.7176269819999987,2.7609307765960693,286.76953125,360.0,9228.8,"(721, 1152)",50x50,2500,24x50x50,60000,830592,305631.3487838341,0.00034525920217146327,300837.6765693599
15,12,50,50,2.360461602,2.307581186294556,270.375,360.0,9228.8,"(721, 1152)",50x50,2500,12x50x50,30000,830592,351876.93767026166,0.0003255208333333333,359940.53207451367
47,1,50,100,7.497261964000003,8.056193113327026,537.51953125,192.0,17304.0,"(721, 1152)",50x100,5000,1x50x100,5000,830592,110786.04482387,0.0006471523097381145,103099.81256854259
12,120,50,100,2.225015357,1.8365020751953125,435.96875,192.0,17304.0,"(721, 1152)",50x100,5000,120x50x100,600000,830592,373297.1987752442,0.0005248891754314995,452268.47887534584
60,1440,100,50,14.922401554999992,11.034489631652832,2027.33984375,180.0,18457.6,"(721, 1152)",100x50,5000,1440x100x50,7200000,830592,55660.74582155288,0.002440837190521941,75272.35311521948
28,1,100,50,6.465458603000001,6.870790481567383,488.625,180.0,18457.6,"(721, 1152)",100x50,5000,1x100x50,5000,830592,128466.0611104372,0.0005882852230698105,120887.40039858167
23,720,100,50,6.9242035300000015,5.9657018184661865,1048.921875,180.0,18457.6,"(721, 1152)",100x50,5000,720x100x50,3600000,830592,119954.87948922261,0.0012628605560852982,139227.87716761036
19,12,100,50,1.3891961740000005,1.4725472927093506,276.2734375,180.0,18457.6,"(721, 1152)",100x50,5000,12x100x50,60000,830592,597893.9587836784,0.0003326223193818385,564051.1541546402
11,120,100,50,2.236426849,1.8831534385681152,433.55078125,180.0,18457.6,"(721, 1152)",100x50,5000,120x100x50,600000,830592,371392.4291203142,0.0005219780364487017,441064.4310702337
24,720,50,100,6.9592111260000005,5.712543725967407,1087.34375,192.0,17304.0,"(721, 1152)",50x100,5000,720x50x100,3600000,830592,119351.45880211364,0.0013091189777893358,145397.9242599742
63,2160,50,100,27.918074098999995,17.66467785835266,667.74609375,192.0,17304.0,"(721, 1152)",50x100,5000,2160x50x100,10800000,830592,29751.049340102985,0.000803939953370608,47019.93473417679
25,12,50,100,1.1249303079999995,1.3017141819000244,288.625,192.0,17304.0,"(721, 1152)",50x100,5000,12x50x100,60000,830592,738349.7396178256,0.0003474931133456619,638075.5557165713
81,5136,100,50,69.10333358599999,43.43554949760437,1038.234375,180.0,18457.6,"(721, 1152)",100x50,5000,5136x100x50,25680000,830592,12019.564858854712,0.001249993227721914,19122.401111693318
4,6,100,50,1.10004537,1.3378891944885254,269.41015625,180.0,18457.6,"(721, 1152)",100x50,5000,6x100x50,30000,830592,755052.4938803207,0.00032435919952275,620822.7134366946
5,24,100,50,1.321829673,1.4662032127380369,339.5078125,180.0,18457.6,"(721, 1152)",100x50,5000,24x100x50,120000,830592,628365.3763914255,0.00040875401219852826,566491.7337405944
7,6,50,100,1.374378124,1.2582523822784424,284.15625,192.0,17304.0,"(721, 1152)",50x100,5000,6x50x100,30000,830592,604340.2361372277,0.0003421129146440129,660115.579114553
9,48,100,50,1.5405941739999998,1.3790581226348877,382.30078125,180.0,18457.6,"(721, 1152)",100x50,5000,48x100x50,240000,830592,539137.4406171162,0.0004602750583318886,602289.3352841686
8,24,50,100,1.3988639530000002,1.4687139987945557,340.27734375,192.0,17304.0,"(721, 1152)",50x100,5000,24x50x100,120000,830592,593761.8152349372,0.0004096804974644591,565523.3086099179
67,2160,100,50,27.219766583000013,16.83238959312439,633.25,180.0,18457.6,"(721, 1152)",100x50,5000,2160x100x50,10800000,830592,30514.295464926676,0.0007624080174140854,49344.86546932564
64,1440,50,100,13.949923993,11.193795442581177,1765.96875,192.0,17304.0,"(721, 1152)",50x100,5000,1440x50x100,7200000,830592,59540.969572077,0.002126156705097087,74201.105805492
10,48,50,100,1.6447759360000005,1.6945233345031738,380.0546875,192.0,17304.0,"(721, 1152)",50x100,5000,48x50x100,240000,830592,504987.9328973839,0.00045757085006838496,490162.6215985545
73,5136,50,100,58.416990185,39.6671142578125,1109.89453125,192.0,17304.0,"(721, 1152)",50x100,5000,5136x50x100,25680000,830592,14218.329245817167,0.001336269228754912,20939.057845288396
13,6,100,100,0.6812526830000003,0.7127480506896973,282.31640625,96.0,34608.0,"(721, 1152)",100x100,10000,6x100x100,60000,830592,1219212.8129937942,0.0003398978153533865,1165337.4557759506
14,24,100,100,0.8651998709999997,1.034678936004639,390.234375,96.0,34608.0,"(721, 1152)",100x100,10000,24x100x100,240000,830592,960000.1431345571,0.0004698267922156727,802753.3673462897
71,5136,100,100,59.77981823699999,40.67100524902344,2062.109375,96.0,34608.0,"(721, 1152)",100x100,10000,5136x100x100,51360000,830592,13894.187444784086,0.002482698334440977,20422.214669010267
16,48,100,100,1.0225922129999994,0.8959977626800537,472.80078125,96.0,34608.0,"(721, 1152)",100x100,10000,48x100x100,480000,830592,812241.6633344739,0.0005692334879820658,927002.3147330012
18,1,100,100,3.3154463359999995,3.815552473068237,362.3359375,96.0,34608.0,"(721, 1152)",100x100,10000,1x100x100,10000,830592,250521.92550402967,0.0004362381740975112,217685.90678877183
17,120,100,100,1.7062934740000006,1.4316716194152832,619.94921875,96.0,34608.0,"(721, 1152)",100x100,10000,120x100x100,1200000,830592,486781.4433192866,0.0007463944015232509,580155.3853105132
