,time_chunks,lon_chunks,lat_chunks,cpu_times,wall_times,peak_memories,num_chunks,chunk_sizes,array_shape,lon x lat,lonlat_product,time x lon x lat,total_product,num_data_points,norm_cpu_times,norm_peak_memories
14,120,50,100,134.950210061,126.1007523536682,672.62109375,192.0,17304.0,"(721, 1152)",50x100,5000,120x50x100,600000,830592,6154.803313196452,0.0008098092610451341
30,24,100,50,274.01820722800005,290.9560079574585,678.921875,180.0,18457.6,"(721, 1152)",100x50,5000,24x100x50,120000,830592,3031.156244697624,0.0008173951530956234
21,48,100,50,175.917012563,181.8538360595703,599.43359375,180.0,18457.6,"(721, 1152)",100x50,5000,48x100x50,240000,830592,4721.4990062575425,0.0007216943983929534
15,1440,50,100,70.54478534500004,38.65737867355347,2489.4765625,192.0,17304.0,"(721, 1152)",50x100,5000,1440x50x100,7200000,830592,11773.967359004366,0.002997231567965981
31,24,50,100,281.755198504,296.85733938217163,679.6953125,192.0,17304.0,"(721, 1152)",50x100,5000,24x50x100,120000,830592,2947.9207638761927,0.0008183263413324472
13,120,100,50,127.882795638,127.96611404418944,748.140625,180.0,18457.6,"(721, 1152)",100x50,5000,120x100x50,600000,830592,6494.947157326548,0.0009007317973204654
11,1440,100,50,69.62301056400003,37.25477433204651,2677.10546875,180.0,18457.6,"(721, 1152)",100x50,5000,1440x100x50,7200000,830592,11929.848957572574,0.003223129368871841
7,720,100,50,85.373698234,70.63823127746582,1825.84375,180.0,18457.6,"(721, 1152)",100x50,5000,720x100x50,3600000,830592,9728.897976557579,0.0021982438429457543
6,720,50,100,85.95795062799999,72.11922955513,1961.7421875,192.0,17304.0,"(721, 1152)",50x100,5000,720x50x100,3600000,830592,9662.771086697388,0.002361860200314956
23,48,50,100,188.049701797,187.46748995780945,581.98046875,192.0,17304.0,"(721, 1152)",50x100,5000,48x50x100,240000,830592,4416.874858417088,0.0007006815244428071
51,5136,50,100,87.17337791400041,28.009943962097168,3445.7265625,192.0,17304.0,"(721, 1152)",50x100,5000,5136x50x100,25680000,830592,9528.046519195437,0.004148518842584566
52,12,100,50,323.48439538,486.3207702636719,766.70703125,180.0,18457.6,"(721, 1152)",100x50,5000,12x100x50,60000,830592,2567.6416292795084,0.000923085017975131
86,2160,100,50,65.81322881300002,21.78294062614441,3231.33203125,180.0,18457.6,"(721, 1152)",100x50,5000,2160x100x50,10800000,830592,12620.441436781992,0.003890396285119529
43,6,100,50,771.329037354,683.9880952835083,1139.4765625,180.0,18457.6,"(721, 1152)",100x50,5000,6x100x50,30000,830592,1076.8322723196034,0.0013718848273279781
83,1,50,100,2811.398798107999,4146.56277513504,5073.0546875,192.0,17304.0,"(721, 1152)",50x100,5000,1x50x100,5000,830592,295.437275052891,0.006107757704745531
74,1,100,50,3527.648640937,3832.752198696137,4785.42578125,180.0,18457.6,"(721, 1152)",100x50,5000,1x100x50,5000,830592,235.45202046521885,0.005761463848977597
76,2160,50,100,65.42478769599984,20.975934505462646,2235.47265625,192.0,17304.0,"(721, 1152)",50x100,5000,2160x50x100,10800000,830592,12695.37172759956,0.0026914208856454193
46,6,50,100,804.936780152,735.8945469856262,1185.671875,192.0,17304.0,"(721, 1152)",50x100,5000,6x50x100,30000,830592,1031.872341382084,0.0014275021611091848
63,12,50,100,310.7401978380003,513.1390891075134,770.65234375,192.0,17304.0,"(721, 1152)",50x100,5000,12x50x100,60000,830592,2672.946743868061,0.0009278350185771112
69,5136,100,50,84.76030019300015,28.234659671783447,2699.47265625,180.0,18457.6,"(721, 1152)",100x50,5000,5136x100x50,25680000,830592,9799.30460497111,0.0032500585802054437
36,24,100,100,141.139684493,140.04610204696655,618.31640625,96.0,34608.0,"(721, 1152)",100x100,10000,24x100x100,240000,830592,5884.893415935007,0.000744428559689956
32,12,100,100,282.586176011,304.9351849555969,682.7734375,96.0,34608.0,"(721, 1152)",100x100,10000,12x100x100,120000,830592,2939.252060113755,0.0008220322823961705
55,2160,100,100,71.91614392500014,23.82334303855896,3096.37109375,96.0,34608.0,"(721, 1152)",100x100,10000,2160x100x100,21600000,830592,11549.451272946548,0.0037279086407646595
65,1,100,100,2068.700068087,2008.7816679477687,2678.41015625,96.0,34608.0,"(721, 1152)",100x100,10000,1x100x100,10000,830592,401.5043131738656,0.0032247001611501193
37,5136,100,100,96.76154567000005,35.10763764381409,4521.578125,96.0,34608.0,"(721, 1152)",100x100,10000,5136x100x100,51360000,830592,8583.905871374653,0.005443801680006549
54,6,100,100,347.44496366199974,495.22552704811096,918.94921875,96.0,34608.0,"(721, 1152)",100x100,10000,6x100x100,60000,830592,2390.5714195587357,0.001106378605560853
22,120,100,100,90.505068704,58.955394983291626,831.01953125,96.0,34608.0,"(721, 1152)",100x100,10000,120x100x100,1200000,830592,9177.298154609221,0.0010005147307583025
28,48,100,100,98.14861044500014,71.88124752044678,708.4375,96.0,34608.0,"(721, 1152)",100x100,10000,48x100x100,480000,830592,8462.595611228155,0.0008529308011635075
12,720,100,100,68.968168214,35.57713794708252,2794.56640625,96.0,34608.0,"(721, 1152)",100x100,10000,720x100x100,7200000,830592,12043.121073228624,0.0033645477036258475
2,1440,100,100,97.670619702,55.0237090587616,2698.9140625,96.0,34608.0,"(721, 1152)",100x100,10000,1440x100x100,14400000,830592,8504.010750972966,0.0032493860553677377
66,1,1152,721,82.93111117499939,36.67186188697815,1950.19140625,1.0,3322368.0,"(721, 1152)",1152x721,830592,1x1152x721,830592,830592,10015.445207858162,0.002347953515384208
33,12,1152,721,68.3334322950002,20.39750504493713,2449.34375,1.0,3322368.0,"(721, 1152)",1152x721,830592,12x1152x721,9967104,830592,12154.987274959003,0.0029489132450107873
4,6,1152,721,96.63426532,61.01101970672608,2459.890625,1.0,3322368.0,"(721, 1152)",1152x721,830592,6x1152x721,4983552,830592,8595.212032186846,0.002961611266422022
3,24,1152,721,103.207384421,58.56240010261536,2925.2109375,1.0,3322368.0,"(721, 1152)",1152x721,830592,24x1152x721,19934208,830592,8047.796237252538,0.003521838565143897
1,120,1152,721,116.335342478,55.40885257720947,6697.89453125,1.0,3322368.0,"(721, 1152)",1152x721,830592,120x1152x721,99671040,830592,7139.636006633771,0.008064000774447622
0,48,1152,721,100.824764767,50.1211326122284,3799.8515625,1.0,3322368.0,"(721, 1152)",1152x721,830592,48x1152x721,39868416,830592,8237.976075812807,0.004574871371864886
