,time_chunks,lon_chunks,lat_chunks,cpu_times,wall_times,peak_memories,num_chunks,chunk_sizes,array_shape,lon x lat,lonlat_product,time x lon x lat,total_product,num_data_points,norm_cpu_times,norm_peak_memories,norm_wall_times
63,120,10,10,4.409822797000004,4.46163272857666,1205.61328125,43.0,477.7674418604651,"(5136,)",10x10,100,120x10x10,12000,5136,1164.6726493168871,0.23473778840537382,1151.1480913935457
74,5136,10,10,0.2965210860000411,0.1638128757476806,1439.453125,1.0,20544.0,"(5136,)",10x10,100,5136x10x10,513600,5136,17320.85926597236,0.28026735299844235,31352.846817187503
2,1440,10,10,0.8648306659999999,0.7071382999420166,304.75390625,4.0,5136.0,"(5136,)",10x10,100,1440x10x10,144000,5136,5938.734832050926,0.05933681975272586,7263.077110122784
67,720,10,10,0.8180817539999907,0.8913071155548096,3799.359375,8.0,2568.0,"(5136,)",10x10,100,720x10x10,72000,5136,6278.101149289363,0.7397506571261683,5762.323569921247
66,48,10,10,9.008786578999946,8.047684192657469,1001.8515625,107.0,192.0,"(5136,)",10x10,100,48x10x10,4800,5136,570.1100758644169,0.1950645565615265,638.196017269909
22,2160,10,10,0.6335036110000019,0.5159678459167479,720.5078125,3.0,6848.0,"(5136,)",10x10,100,2160x10x10,216000,5136,8107.293961423031,0.140285789038162,9954.108653562687
3,720,50,10,1.1250967150000002,0.9587297439575196,342.22265625,8.0,2568.0,"(5136,)",50x10,500,720x50x10,360000,5136,4564.9408904371385,0.0666321371203271,5357.088410336804
4,720,10,50,1.057563296,0.7994899749755859,351.3125,8.0,2568.0,"(5136,)",10x50,500,720x10x50,360000,5136,4856.446909065195,0.06840196651090343,6424.095561869726
8,1440,50,10,0.5833663020000001,0.5908517837524414,554.22265625,4.0,5136.0,"(5136,)",50x10,500,1440x50x10,720000,5136,8804.07384244145,0.1079093956873053,8692.535321433355
16,120,50,10,2.392014666,2.3613619804382324,286.71875,43.0,477.7674418604651,"(5136,)",50x10,500,120x50x10,60000,5136,2147.1440259137607,0.05582530179127726,2175.0159622062
86,2160,10,50,0.5544972650000091,0.3574421405792236,682.45703125,3.0,6848.0,"(5136,)",10x50,500,2160x10x50,1080000,5136,9262.4442430747,0.13287714782904986,14368.759071544491
20,120,10,50,2.995558287,2.7686409950256348,281.58203125,43.0,477.7674418604651,"(5136,)",10x50,500,120x10x50,60000,5136,1714.538495975525,0.05482516184774143,1855.0617466214487
60,12,10,50,19.625502937,17.906306982040405,509.93359375,428.0,48.0,"(5136,)",10x50,500,12x10x50,6000,5136,261.70029968083463,0.09928613585475078,286.82631237983827
73,12,50,10,14.933308173999992,12.88003921508789,1652.08984375,428.0,48.0,"(5136,)",50x10,500,12x50x10,6000,5136,343.92915087242096,0.3216685832846573,398.7565499011528
12,1440,10,50,0.86176999,0.6848530769348145,647.421875,4.0,5136.0,"(5136,)",10x50,500,1440x10x50,720000,5136,5959.826937115784,0.12605566102024923,7499.418741005165
64,5136,10,50,0.4227014410000151,0.3371086120605469,688.828125,1.0,20544.0,"(5136,)",10x50,500,5136x10x50,2568000,5136,12150.419898852004,0.13411762558411214,15235.445836303765
68,6,10,50,42.838561485,37.41083335876465,730.30078125,856.0,24.0,"(5136,)",10x50,500,6x10x50,3000,5136,119.89198100870823,0.14219251971378505,137.28643654490344
33,48,10,50,6.805558039,7.512594699859619,287.47265625,107.0,192.0,"(5136,)",10x50,500,48x10x50,24000,5136,754.6772756278891,0.05597209039135514,683.651947854444
35,24,50,10,9.097168527,9.198914289474487,339.1953125,214.0,96.0,"(5136,)",50x10,500,24x50x10,12000,5136,564.5712712429781,0.06604270103193147,558.3267588302975
27,48,50,10,4.576806456,5.910824298858643,283.921875,107.0,192.0,"(5136,)",50x10,500,48x50x10,24000,5136,1122.1798538732003,0.05528073890186916,868.9143409307128
58,6,50,10,33.794035146999995,29.45208263397217,727.71484375,856.0,24.0,"(5136,)",50x10,500,6x50x10,3000,5136,151.97948329221464,0.14168902720989096,174.3849514423053
0,2160,50,10,0.605751609,0.6978549957275391,420.59375,3.0,6848.0,"(5136,)",50x10,500,2160x50x10,1080000,5136,8478.722835715984,0.08189130646417446,7359.69511065194
61,5136,50,10,0.3688112039999964,0.2745826244354248,647.24609375,1.0,20544.0,"(5136,)",50x10,500,5136x50x10,2568000,5136,13925.824227400777,0.12602143569898755,18704.752387592765
41,24,10,50,13.477624651,12.614094257354736,344.0078125,214.0,96.0,"(5136,)",10x50,500,24x10x50,12000,5136,381.0760525682784,0.06697971427180685,407.1635977355583
28,120,100,10,2.5804949100000005,2.8391292095184326,317.25390625,43.0,477.7674418604651,"(5136,)",100x10,1000,120x100x10,120000,5136,1990.3158809175868,0.061770620375778816,1809.0053748808277
21,720,10,100,1.4454445420000006,1.327043533325195,1189.4765625,8.0,2568.0,"(5136,)",10x100,1000,720x10x100,720000,5136,3553.2321377709404,0.2315959039135514,3870.2573585740924
29,120,10,100,3.130889665000001,3.7264015674591056,484.6328125,43.0,477.7674418604651,"(5136,)",10x100,1000,120x10x100,120000,5136,1640.4282966004803,0.09435997128115264,1378.2733575603465
14,720,100,10,1.2205816380000003,1.348022222518921,532.97265625,8.0,2568.0,"(5136,)",100x10,1000,720x100x10,720000,5136,4207.829972287359,0.10377193462811526,3810.0262104009275
79,6,100,10,26.216186562999983,25.899986505508423,510.2890625,856.0,24.0,"(5136,)",100x10,1000,6x100x10,6000,5136,195.9094999441549,0.09935534705996885,198.30126162064496
37,48,10,100,5.963532993999998,5.810763120651245,449.50390625,107.0,192.0,"(5136,)",10x100,1000,48x10x100,48000,5136,861.234440250001,0.08752023096767912,883.877021547624
75,6,10,100,37.759420142,31.974512577056885,551.41015625,856.0,24.0,"(5136,)",10x100,1000,6x10x100,6000,5136,136.01903791650656,0.10736179054711838,160.6279372554159
77,2160,10,100,0.7470781310000234,0.474971055984497,845.73046875,3.0,6848.0,"(5136,)",10x100,1000,2160x10x100,2160000,5136,6874.782953591555,0.1646671473422897,10813.29048431035
55,12,10,100,24.967712515,22.334336996078488,357.55859375,428.0,48.0,"(5136,)",10x100,1000,12x10x100,12000,5136,205.70566874776435,0.0696181062597352,229.95981483138678
44,12,100,10,18.476683952,16.208746671676636,346.76171875,428.0,48.0,"(5136,)",100x10,1000,12x100x10,12000,5136,277.97195716193744,0.06751591097157321,316.86595540262897
49,24,10,100,12.181651463,11.493738174438477,425.359375,214.0,96.0,"(5136,)",10x100,1000,24x10x100,24000,5136,421.61771050500465,0.0828191929517134,446.8520095074219
9,2160,100,10,0.9410095159999994,0.699629545211792,645.54296875,3.0,6848.0,"(5136,)",100x10,1000,2160x100x10,2160000,5136,5457.968184882844,0.12568983036409656,7341.027884185807
6,1440,10,100,1.123457535,0.9182415008544922,577.49609375,4.0,5136.0,"(5136,)",10x100,1000,1440x10x100,1440000,5136,4571.601364532216,0.11244082822235202,5593.299796644531
5,1440,100,10,0.964948951,0.8686251640319824,564.98046875,4.0,5136.0,"(5136,)",100x10,1000,1440x100x10,1440000,5136,5322.561358999809,0.11000398534852025,5912.792091078419
51,5136,10,100,0.8784043320000023,0.485633373260498,942.21484375,1.0,20544.0,"(5136,)",10x100,1000,5136x10x100,5136000,5136,5846.965700073512,0.18345304590147976,10575.879424260665
45,24,100,10,8.050577246000003,7.6945862770080575,302.66796875,214.0,96.0,"(5136,)",100x10,1000,24x100x10,24000,5136,637.9666753153465,0.058930679273753894,667.4822810612592
52,5136,100,10,0.6989021830000013,0.4645695686340332,854.48046875,1.0,20544.0,"(5136,)",100x10,1000,5136x100x10,5136000,5136,7348.667846413052,0.1663708077784268,11055.394814389807
38,48,100,10,4.776426959000002,4.602031946182251,281.84375,107.0,192.0,"(5136,)",100x10,1000,48x100x10,48000,5136,1075.2807577895587,0.054876119548286605,1116.0287586140548
76,6,50,50,12.774368089999996,11.76466464996338,345.578125,856.0,24.0,"(5136,)",50x50,2500,6x50x50,15000,5136,402.0551125359033,0.06728546047507789,436.5615300403813
47,24,50,50,6.0286170560000025,5.638213634490968,293.3671875,214.0,96.0,"(5136,)",50x50,2500,24x50x50,60000,5136,851.9366800530775,0.05711977949766355,910.9268170651167
36,12,50,50,9.555060241,10.675124645233154,287.453125,428.0,48.0,"(5136,)",50x50,2500,12x50x50,30000,5136,537.5162343782862,0.05596828757788162,481.1185040629402
39,48,50,50,3.0343949620000004,2.893721580505371,300.6171875,107.0,192.0,"(5136,)",50x50,2500,48x50x50,120000,5136,1692.5944263415236,0.05853138385903427,1774.8770422837392
72,5136,50,50,0.801172790999999,0.5753774642944336,853.23046875,1.0,20544.0,"(5136,)",50x50,2500,5136x50x50,12840000,5136,6410.602129397585,0.1661274277161215,8926.314148049069
26,120,50,50,1.6717476190000014,1.3556320667266846,354.39453125,43.0,477.7674418604651,"(5136,)",50x50,2500,120x50x50,300000,5136,3072.23407506465,0.06900205047702493,3788.6386181476287
